GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:08,895| DISPATCHER: Leite Befehl {set_pmi,3467033570} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:13,900| DISPATCHER: Leite Befehl {vote,'231_2'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:13,900| ### vote erhalten! Ich = '231_4'  Initiator = '231_2') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:13,901| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:21,910| DISPATCHER: Leite Befehl {vote,'231_5'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:21,910| ### vote erhalten! Ich = '231_4'  Initiator = '231_5') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:21,910| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:21,912| DISPATCHER: Leite Befehl {vote,'213_2'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:21,912| ### vote erhalten! Ich = '231_4'  Initiator = '213_2') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:21,912| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:22,911| DISPATCHER: Leite Befehl {vote,'212_3'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:22,911| ### vote erhalten! Ich = '231_4'  Initiator = '212_3') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:22,911| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:22,912| DISPATCHER: Leite Befehl {vote,'211_1'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:22,913| ### vote erhalten! Ich = '231_4'  Initiator = '211_1') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:22,913| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:54,759| DISPATCHER: Leite Befehl {set_pmi,12558} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,767| DISPATCHER: Leite Befehl {vote,'213_2'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,768| ### vote erhalten! Ich = '231_4'  Initiator = '213_2') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,768| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,770| DISPATCHER: Leite Befehl {vote,'212_3'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,770| ### vote erhalten! Ich = '231_4'  Initiator = '212_3') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,770| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,772| DISPATCHER: Leite Befehl {vote,'211_1'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,772| ### vote erhalten! Ich = '231_4'  Initiator = '211_1') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,773| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,773| DISPATCHER: Leite Befehl {vote,'213_1'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,774| ### vote erhalten! Ich = '231_4'  Initiator = '213_1') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,774| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,774| DISPATCHER: Leite Befehl {vote,'211_3'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,775| ### vote erhalten! Ich = '231_4'  Initiator = '211_3') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:58,775| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:59,771| DISPATCHER: Leite Befehl {vote,'213_3'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:59,772| ### vote erhalten! Ich = '231_4'  Initiator = '213_3') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:38:59,772| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,784| DISPATCHER: Leite Befehl {vote,'212_1'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,784| ### vote erhalten! Ich = '231_4'  Initiator = '212_1') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,784| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,785| DISPATCHER: Leite Befehl {vote,'211_2'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,785| ### vote erhalten! Ich = '231_4'  Initiator = '211_2') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,785| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,786| DISPATCHER: Leite Befehl {vote,'212_2'} an meinen Worker weiter...
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,787| ### vote erhalten! Ich = '231_4'  Initiator = '212_2') ###
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:05,787| Leite Anfrage (vote) an den Linken Nachbarn '233_3' weiter (implizites Zustimmen)
GGT(231_4)@lab24.cpt.haw-hamburg.de 18.06 16:39:26,557| <7023.39.0> erfragt aktuellen Mi. Sende Mi = 14
